Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2016-10-11,48142.35,48147.94,47848.29,47912.93,43977701
2016-10-12,47793.73,47924.95,47613.78,47924.95,43167780
2016-10-13,47765.2,47777.92,47303.15,47303.15,54330748
2016-10-14,47459.6,47586.17,47285.64,47285.64,40052169
2016-10-17,47260.82,47496.27,47184.85,47264.17,37316147
2016-10-18,47444.67,47607.25,47223.45,47436.67,49230103
2016-10-19,47490.61,47962.24,47432.08,47876.12,62399683
2016-10-20,48091.7,48096.61,47879.33,47894.17,41077729
2016-10-21,47973.79,48138.27,47869.28,47931.14,43107747
2016-10-24,48034.72,48542.29,48034.72,48508.91,39288998
2016-10-25,48591.7,48825.19,48434.48,48459.91,49549734
2016-10-26,48454.46,48582.6,48202.96,48381.29,41830435
2016-10-27,48384.67,48651.53,48347.43,48651.28,51225074
2016-10-28,48600.95,49070.85,48484.08,49070.85,42191330
2016-10-31,49024.6,49331.67,48997.06,49158.8,39128622
2016-11-02,48853.57,48853.57,47769.92,47899.1,59794239
2016-11-03,47902.88,48046.87,47752.07,47899.61,53247133
2016-11-04,47784.47,47828.92,47564.61,47610.85,31815595
2016-11-07,48179.18,48218.56,47597.96,47716.02,39341587
2016-11-08,47906.12,48127.63,47906.12,48127.63,37408084
2016-11-09,47208.3,48214.73,47208.3,48214.73,45980943
2016-11-10,48720.62,49129.58,48447.59,48447.59,62294275
2016-11-14,48626.04,48626.04,47539.85,47539.85,55279678
2016-11-15,47598.31,47788.62,47387.18,47579.82,53549992
2016-11-16,47725.58,47805.83,47489.85,47634.64,54348962
2016-11-17,47763.53,47791.13,47231.14,47274.21,38793929
2016-11-18,46966.77,47109.64,46674.28,46910.91,38614489
2016-11-21,47147.41,47512.34,47021.01,47512.34,54326657
2016-11-22,47838.77,48030.18,47838.77,48030.14,42041652
2016-11-23,48117.17,48540.67,47992.32,48540.67,49325446
2016-11-24,48656.65,48890.18,48565.33,48824.83,36487311
2016-11-25,48906.9,48942.71,48381.92,48579.08,49796551
2016-11-28,48602.54,48643.34,48167.07,48231.47,39127581
2016-11-29,48300.04,48381.88,48049.4,48199.38,46087856
2016-11-30,48304.23,48770.26,48250.88,48618.64,110287318
2016-12-01,48696.12,48696.12,48342.54,48404.21,45357218
2016-12-02,48399.33,48552.51,48360.11,48474.03,42208939
2016-12-05,48732.15,49647.48,48709.2,49647.48,38241227
2016-12-06,49733.41,50276.6,49618.9,50269.7,54094396
2016-12-07,50350.99,50605.98,50218.84,50380.35,79344877
2016-12-08,50623.33,51125.97,50309.54,51123.43,81952698
2016-12-09,51041.72,51100.06,50551.39,50693.75,59533133
2016-12-12,50779.39,50779.39,50247.69,50411.42,45550944
2016-12-13,50463.54,51152.49,50460.4,51139.37,65681956
2016-12-14,51064.67,51380.01,50919.34,51357.8,63593360
2016-12-15,51257.75,51302.41,50823.81,50881.35,43399580
2016-12-16,50982.38,51311.75,50733.89,51115.26,80278726
2016-12-19,50943.74,51212.91,50617.18,51129.31,46626174
2016-12-20,51294.59,51576.22,51275.62,51485.36,57733671
2016-12-21,51550.41,51699.67,51153.47,51223.85,48212406
2016-12-22,51145.03,51423.71,50859.75,51423.71,43088580
2016-12-23,51527.27,51609.71,51133.32,51295.58,27099162
2016-12-27,51314.38,51394.96,51225.76,51368.63,24338738
2016-12-28,51378.58,51548.35,51127.38,51329.77,38872933
2016-12-29,51334.68,51703.91,51333.97,51703.91,30899688
2016-12-30,51769.2,51921.03,51719.29,51754.03,34771319
2017-01-02,51743.43,52008.37,51608.44,51907.77,19547441
2017-01-03,52040.34,52532.35,52040.34,52532.35,51517729
2017-01-04,52670.78,52773.31,52436.34,52753.84,51569792
2017-01-05,52664.38,52842.55,52526.41,52721.67,50058969
2017-01-09,52783.13,53006.63,52594.43,53006.63,46439298
2017-01-10,53095.46,53571.02,53092.96,53409.72,58347692
2017-01-11,53515.63,53716.86,53276.9,53709.33,63003458
2017-01-12,53690.48,53989.49,53493.73,53650.94,66470547
2017-01-13,53707.82,53715.49,53301.85,53498.26,50573389
2017-01-16,53421.67,53847.63,53276.06,53706.41,42614340
2017-01-17,53716.09,53745.79,53497.76,53582.55,44183338
2017-01-18,53737.19,53737.46,53416.41,53431.86,62302759
2017-01-19,53505.27,53739.74,53480.75,53654.99,46901144
2017-01-20,53591.25,53865.85,53535.35,53573.28,47361849
2017-01-23,53502.33,53718.95,53401.87,53425.2,37986610
2017-01-24,53544.6,53988.51,53389.9,53988.51,50098193
2017-01-25,54273.33,55494.48,54273.33,55484.56,65951198
2017-01-26,55802.64,55929.47,55488.43,55560.23,95824617
2017-01-27,55615.55,55704.3,55258.17,55657.7,56092674
2017-01-30,55651.36,55772.15,55043.41,55060.44,43892086
2017-01-31,55104.36,55523.66,55008.13,55232.32,49222521
2017-02-01,55603.28,55854.57,55538.12,55651.75,46825631
2017-02-02,55633.43,55679.11,55236.4,55303.11,39907553
2017-02-03,55296.4,55456.67,55194.67,55408.23,40529773
2017-02-06,55456.89,55843.85,55359.11,55654.52,44288288
2017-02-07,55606.83,55758.32,55457.09,55617.09,38230222
2017-02-08,55665.5,55665.5,55397.51,55642.64,53461607
2017-02-09,55902.82,56869.97,55879.1,56785.52,69197626
2017-02-10,57193.08,57435.24,57193.08,57385.03,99114953
2017-02-13,57658.42,57952.75,57497.37,57857.85,84038540
2017-02-14,57905.43,57911.36,57535.61,57728.1,91808804
2017-02-15,57850.31,58058.19,57520.37,57899.25,73388307
2017-02-16,57964.09,58736.23,57810.91,58610.28,84510333
2017-02-17,58577.41,58656.02,57909.53,57972.68,57607247
2017-02-20,58168.72,58262.6,58001.32,58120.83,38239971
2017-02-21,58191.47,59331.91,58182.76,59331.91,57826072
2017-02-22,59493.11,59641.6,59101.65,59451.12,57480897
2017-02-23,59457.13,59844.93,59298.69,59583.89,71315371
2017-02-24,59505.11,59541.69,58444.25,58657.32,70723816
2017-02-27,58751.19,58905.87,58402.04,58681.67,54312021
2017-02-28,58775.09,58775.09,58170.94,58300.37,67220935
2017-03-01,58679.1,59683.33,58679.1,59646.29,87220421
2017-03-02,59808.87,60021.25,59494.78,59743.64,90442877
2017-03-03,59376.19,59596.19,59257.69,59313.38,90389611
2017-03-06,59277.34,59434.57,58900.77,58995.74,89336209
2017-03-07,58944.36,58996.42,58463.92,58530.07,109704282
2017-03-08,58464.95,58657.87,58231.99,58559.14,88653635
2017-03-09,58520.78,58557.28,57558.86,57986.6,76996267
2017-03-10,58219.36,58752.05,58219.36,58316.11,62035891
2017-03-13,58549.24,59322.58,58479.54,59322.58,71809731
2017-03-14,59455.26,59484.67,59060.29,59301.32,73820468
2017-03-15,59464.94,59524.78,59109.17,59109.17,78269273
2017-03-16,59833.12,60279.57,59791.28,60247.18,77533356
2017-03-17,60341.68,60631.65,60316.5,60440.57,94312959
2017-03-20,60413.36,60413.36,59871.73,60151.62,53972552
2017-03-21,60275.71,60511.03,59248.53,59452.75,82059333
2017-03-22,58839.55,58847.68,58313.36,58749.94,77854321
2017-03-23,58686.13,59122.18,58625.27,59093.68,77333668
2017-03-24,59135.27,59241.56,58836.61,59069.56,48386906
2017-03-27,58397.48,58515.47,58075.29,58338.9,40096619
2017-03-28,58646.57,58938.76,58541.15,58938.76,54693891
2017-03-29,59296.03,59375.3,58477.66,58709.72,71763993
2017-03-30,58768.13,58837.93,58154.21,58527.2,61022901
2017-03-31,58403.28,58461.71,57911.31,57911.31,53788903
2017-04-03,58258.3,58706.33,58166.29,58636.31,45923701
2017-04-04,58540.42,59092.16,58540.42,59015.12,48226474
2017-04-05,59276.61,59498.05,59015.25,59369.66,54343119
2017-04-06,58915.81,59406.36,58896.7,59406.36,52939627
2017-04-07,59190.62,59422.26,59017.52,59287.92,43207096
2017-04-10,59321.52,59388.02,59112.38,59112.38,44282615
2017-04-11,59069.6,59194.42,58295.12,58510.03,50564340
2017-04-12,58552.46,58880.54,58377.92,58377.92,49555978
2017-04-13,58478.13,58765.28,58429.87,58695.36,49467937
2017-04-18,58939.48,59223.25,58694.68,58762.99,50349193
2017-04-19,58968.54,59534.8,58888.27,59515.17,69102667
2017-04-20,59551.16,59805.49,59368.93,59700.07,60147423
2017-04-21,59834.29,59991.53,59174.6,59285.57,72535532
2017-04-24,59915.05,60100.71,59765.38,60061.41,51126467
2017-04-25,60286.3,61182.93,60225.75,61182.78,79408502
2017-04-26,61229.86,61699.64,60889.62,61699.64,86628490
2017-04-27,61513.45,61903.49,61451.5,61731.8,80664067
2017-04-28,61728.61,62039.43,61479.99,61644.56,82710908
2017-05-02,61932.93,62214.81,61871.01,62066.66,41829167
2017-05-04,62001.82,62666.49,61517.76,61862.8,76899234
2017-05-05,61503.49,61887.45,61227.82,61831.4,48285228
2017-05-08,62001.06,62084.88,61422.04,61687.05,71849798
2017-05-09,61849.69,62344.78,61768.37,62336.39,101355693
2017-05-10,62365.57,62482.29,61681.43,61839.91,67637039
2017-05-11,62175.26,62396.38,61474.55,61598.78,90369103
2017-05-12,61656.71,61724.06,61431.71,61595.38,54062641
2017-05-15,61975.93,61975.93,61541.08,61795.32,43915320
2017-05-16,61695.97,61889.3,60814,61000.25,59095664
2017-05-17,60563.94,60855.6,60120.6,60133.08,68886233
2017-05-18,60096.02,60247.45,59143.38,59901.12,58555947
2017-05-19,60010.48,60836.69,59853.35,60739.95,59773775
2017-05-22,60923.81,61131.55,60367,61024.86,50769409
2017-05-23,60867.96,61021.67,60316.76,60407.7,44096928
2017-05-24,60333.57,60812.49,60155.31,60812.49,51505619
2017-05-25,61452.84,61602.24,61186.74,61536.22,56602725
2017-05-26,61457.82,61457.82,60897.81,60907.75,33691151
2017-05-29,60918.1,60983,60637,60859.28,23423343
2017-05-30,60647.59,60701.15,60185.89,60344.58,39963534
2017-05-31,60383.95,60723.23,60057.91,60092.07,85645990
2017-06-01,60286.68,60333.13,59881.34,60181.96,48645372
2017-06-02,60587.95,60754.42,60498.41,60754.42,42165761
2017-06-05,60768.63,60772.99,60113.92,60179.36,34017985
2017-06-06,59859.02,60762.95,59859.02,60723.47,43334959
2017-06-07,60826.37,61120.42,60752.25,60752.25,57955033
2017-06-08,60865.92,61332.54,60615.95,61312.68,48975385
2017-06-09,61371.26,61631.76,61157.96,61181.57,38146419
2017-06-12,61044.81,61113.58,60211.28,60354.56,35060207
2017-06-13,60380.04,60592.39,60173.4,60518.24,29468172
2017-06-14,60577.25,60646.64,60213.79,60381.07,43555930
2017-06-16,60295.94,60654.35,60295.94,60481.07,50227906
2017-06-19,60833.96,61122.9,60815.8,61048.15,42655921
2017-06-20,61188.34,61224.43,60711.52,60841.94,32151894
2017-06-21,60721.7,61162.22,60389.37,61162.22,43381005
2017-06-22,61070.9,61258.94,60864.43,60987.33,32724456
2017-06-23,61006.11,61192.48,60928.93,60982.19,33487189
2017-06-26,61386.3,61895.83,61386.3,61701.57,34751962
2017-06-27,61727.72,62096.24,61639.35,61915.09,48970622
2017-06-28,61657.02,61729.22,61324.5,61411.73,37798520
2017-06-29,61741.72,61853.73,61162.97,61475.96,31396845
2017-06-30,61398.76,61398.76,60910.57,61018.36,40215740
2017-07-03,61126.43,61392.77,61023.06,61392.77,24616208
2017-07-04,61150.26,61152.13,60728.12,60728.12,24659388
2017-07-05,60901.26,60947.25,60758.74,60936.64,31223220
2017-07-06,60934.04,61256.79,60645.26,60869.83,24973066
2017-07-07,60913.45,60948.06,60681.7,60707.52,22649856
2017-07-10,61047.43,61100.45,60619.69,60829.24,21589034
2017-07-11,60975.05,61050.9,60673.21,60700.46,27251845
2017-07-12,60815.56,61601.72,60815.56,61601.72,47172330
2017-07-13,61707.26,62018.68,61670.58,62018.68,51446453
2017-07-14,62033.85,62127.72,61763.81,62127.72,36102407
2017-07-17,62342.01,62671.52,62289.97,62537.74,32970553
2017-07-18,62588.02,62761.44,62241.91,62331.5,33766876
2017-07-19,62499.37,62629.3,62281.49,62533.46,37050057
2017-07-20,62769.82,62853.78,62218.93,62269.72,44072196
2017-07-21,62336.77,62493.58,61936.46,61979.52,35507040
2017-07-24,61969.02,61992.63,61722.32,61828.39,28633360
2017-07-25,62040.82,62043.65,61748.96,61974.7,44463673
2017-07-26,62175.66,62377.47,62140.76,62362.29,34471427
2017-07-27,62403.6,62428.92,62023.78,62171.7,39419496
2017-07-28,62004.75,62367.59,61778.14,62366.5,53612787
2017-07-31,62329.92,62801.08,62329.92,62595.76,46418529
2017-08-01,62691.86,62800.96,62452.04,62800.96,41574662
2017-08-02,62927.15,63026.98,62354.41,62409.52,53547170
2017-08-03,62285.68,62465.63,62126.24,62231.08,53586891
2017-08-04,62357.71,62572.13,62331.8,62478.3,49928884
2017-08-07,62643.36,62700.1,62478.45,62684.88,35929538
2017-08-08,62709.59,63351.24,62642.34,63351.24,122310947
2017-08-09,63239.19,63253.68,62622.41,62932.28,77867864
2017-08-10,62859.8,63013.95,62399.31,62451.57,65564990
2017-08-11,62170.1,62296.18,62029.51,62206.45,75991234
2017-08-14,62487.01,62500.87,62257.9,62313.07,71338252
2017-08-16,62377.76,62820.37,62377.76,62481.19,74121906
2017-08-17,62445.79,62488.19,61949.4,61949.4,64418956
2017-08-18,61806.35,62053.31,61675.81,62053.31,63101356
2017-08-21,62117.45,62423.94,61939.41,62423.94,77280220
2017-08-22,62525.79,62795.99,62421.41,62649.41,78962617
2017-08-23,62714.48,62812.15,62366.05,62699.83,88076728
2017-08-24,62806.13,63886.54,62806.13,63886.54,105230582
2017-08-25,64153.45,64285.57,63909.32,64135.52,54642349
2017-08-28,64202.62,65191.96,64075.19,65170.56,59841538
2017-08-29,64973.73,65033.53,64026.15,64388.43,61822997
2017-08-30,64759.32,65108.41,64541.28,64957.87,58992194
2017-08-31,65042.53,65204.27,64645.61,64973.76,62042996
2017-09-01,64972.34,65244.55,64825.45,65208.48,47794135
2017-09-04,64862.18,65159.57,64824.55,65038.75,34861153
2017-09-05,65191.33,65611.21,64898.15,64994.9,42893317
2017-09-06,64991.17,65145.31,64644.81,64768.25,40926191
2017-09-07,64750.05,65028.58,64205.91,64381.87,58903822
2017-09-08,64257.67,64592.47,64194.58,64306.53,61091770
2017-09-11,64496.56,65080.71,64496.56,64876.56,43021474
2017-09-12,65104.79,65365.3,64685.21,64826.07,44184198
2017-09-13,64853.12,65141.23,64719.8,64719.8,47391572
2017-09-14,64790.65,64890.83,64595.14,64748.47,46130604
2017-09-15,64796.93,64897.64,64434.74,64535.67,87963916
2017-09-18,64949.24,65100.09,64536.82,64647.04,52359840
2017-09-19,64670.39,64833.31,64634.38,64750.09,55306325
2017-09-20,64872.62,65071.91,64410.26,64749.5,51906447
2017-09-21,64683.93,64755.51,64108.69,64209.19,45887105
2017-09-22,64107.72,64397.32,63982.64,64397.32,41987952
2017-09-25,64380.73,64481.9,63895.84,63895.84,39402238
2017-09-26,63918.62,64038.53,63527.13,63700.76,38905438
2017-09-27,63869.4,63949.35,63498.26,63573.49,35037595
2017-09-28,63740.06,63868.16,63567.19,63729.77,48713101
2017-09-29,63986.72,64368.44,63912.94,64289.69,49889561
2017-10-02,64552.98,64725.11,64232.12,64486.26,46458260
2017-10-03,64590.28,64851.05,64362.69,64407.81,45890168
2017-10-04,64545.55,64766.76,63798.8,63825.7,45066373
2017-10-05,63915.58,64268.86,63731.65,64185.71,35225793
2017-10-06,64282.11,64588.36,64192,64456.06,47916694
2017-10-09,64530.3,64761.83,64427.37,64755.22,29802084
2017-10-10,65043.1,65089.97,64856.78,65046.57,50802486
2017-10-11,65221.96,65849.01,65106.93,65733.79,76642501
2017-10-12,65971.89,66053.82,65529.1,65529.1,61839816
2017-10-13,65636.25,65686.88,65318.72,65318.72,35179827
2017-10-16,65647.53,65679.23,65381.02,65435.72,35820571
2017-10-17,65416.9,65478.28,64854.15,64854.15,42521363
2017-10-18,64979.14,65097.06,64474.44,64474.44,46607881
2017-10-19,64278.97,64488.27,63682.15,63745,43062407
2017-10-20,63952.15,64069.36,63549.75,63719.57,47633240
2017-10-23,63760.49,64054.71,63611.71,63714.74,35575424
2017-10-24,63751.25,63751.25,62997.92,63016.86,50245756
2017-10-25,62968.85,63348.77,62968.85,63158.16,47963721
2017-10-26,63323.61,63430.29,63050.52,63342.71,55383995
2017-10-27,63425.82,64097.97,63425.82,64054.62,96782356
2017-10-30,64199.28,64661.93,64199.28,64640.8,48396402
2017-10-31,64630.22,64866.57,64429.99,64866.57,45246522
2017-11-02,65020.01,65050.67,64281.98,64375.83,40514430
2017-11-03,64428.25,64548.56,64033.16,64214.11,37992064
2017-11-06,64407.62,64656.2,64009.61,64565.59,39018762
2017-11-07,64803.09,65633.77,64761.19,65134.28,57893243
2017-11-08,65293.14,65331.53,64591.53,64617.71,48025991
2017-11-09,64595.9,64616.57,63654.58,63923.62,44250373
2017-11-10,63784.23,63973.28,63415.6,63415.6,47198100
2017-11-13,63488.52,63614.68,62898.79,63160.3,59657735
2017-11-14,63503.77,63618.95,62999.89,63256.2,45115281
2017-11-15,63115.72,63118.1,62214.08,62345.85,39430677
2017-11-16,62666.43,62735.72,62245.21,62299.29,45732567
2017-11-17,62410.94,63059.59,62410.94,63047.02,35718638
2017-11-20,62954.94,63621.92,62914.48,63621.92,31880489
2017-11-21,63723.84,64112.39,63560.45,64010.67,45330204
2017-11-22,63858.47,64074.39,63658.52,63993.34,58048422
2017-11-23,63769.34,64423.02,63703.19,64207.77,35323868
2017-11-24,64326.89,64513.76,63807.21,63857.97,38592415
2017-11-27,63815.68,64266.68,63744.65,64177.91,54658977
2017-11-28,64093.83,64178.16,63750.59,63961.27,45150522
2017-11-29,64223.39,64322.74,62962.26,62962.26,54730140
2017-11-30,62896.81,63126.49,62440.31,62440.31,99458754
2017-12-01,62683.89,62829.7,61807.87,62031.02,42173463
2017-12-04,62186.66,62719.03,61631.16,62350.23,34696232
2017-12-05,62257.29,62753,62244.91,62507.04,36580222
2017-12-06,62113.01,62297.72,61927.8,62165.24,46805334
2017-12-07,62210.34,62552.59,61880.11,62164.65,46937969
2017-12-08,62568.13,62769.97,62208.7,62430.24,63818545
2017-12-11,62578.24,62590.21,61862.28,62000.65,34398119
2017-12-12,61945.55,62532.46,61796.27,62532.46,45878171
2017-12-13,62511.96,62641.28,62343.56,62547.97,40299902
2017-12-14,62498.81,62945.35,62482.59,62916.39,47664105
2017-12-15,62702.76,62830.33,62334.54,62619.6,69717206
2017-12-18,62855.59,63538.95,62855.59,63538.95,42854897
2017-12-19,63493.65,63761.1,63361.94,63406.04,46220579
2017-12-20,63558.61,63632.22,63222.39,63355.53,45704595
2017-12-21,63367.88,63477.25,63157.84,63477.25,44895839
2017-12-22,63490.46,63548.74,63234.49,63237.38,49168299
2017-12-27,63360.77,63919.16,63340.78,63918.87,72594297
2017-12-28,63915.96,64069.86,63696.78,64053.47,49892929
2017-12-29,63955.87,64041.35,63532.92,63746.2,40775216
2018-01-03,63988.33,64143.97,63269.89,63896.32,36237680
2018-01-04,64253.01,65327.83,64253.01,65297.96,57752692
2018-01-05,65280.13,65436.29,65051.07,65314.32,46716640
2018-01-08,65520.15,65806.03,65382.84,65805.97,39669836
2018-01-09,65906.05,65957.09,65244.12,65404.37,47296288
2018-01-10,65394.51,65394.51,64647.89,64884.73,38438472
2018-01-11,64942.04,65379.88,64724.79,65379.88,44282895
2018-01-12,65605.4,65697.37,65230.09,65465.65,33584054
2018-01-15,65528.36,65626.31,65198.89,65503.35,23756917
2018-01-16,65553.09,66608.8,65301.29,66437.64,50503772
2018-01-17,66405.55,66748.42,66369.44,66685.33,38297024
2018-01-18,66874.01,66960.63,66678.37,66709.12,36335983
2018-01-19,66847.71,66905.05,66660.01,66897.08,32603755
2018-01-22,67005.37,67308.69,66856.03,67308.69,31266906
2018-01-23,67607.05,67933.05,67116.26,67529.39,47804540
2018-01-24,67445.41,67445.41,67044.7,67339.21,34861869
2018-01-25,67108.25,67181.57,66537.12,66561.79,36385233
2018-01-26,66700.63,66861.37,66598.85,66861.37,36927777
2018-01-29,67031.49,67036.35,66524.78,66769.38,43058213
2018-01-30,66484.39,66489.37,65903.2,66153.16,40262490
2018-01-31,66177.15,66416.6,66041.56,66048.17,38689698
2018-02-01,66221.11,66524.54,65074.57,65585.79,39952179
2018-02-02,65426.58,65482.94,64920.33,65021.36,30755828
2018-02-05,64413.59,64781.73,64387.49,64685.64,32900813
2018-02-06,63197.07,63197.07,62141.27,62527.37,66479112
2018-02-07,62916.54,63262.13,62790.01,63262.13,42895803
2018-02-08,63174.2,63361.76,62604.89,62604.89,40820842
2018-02-09,62014.75,62462.42,61779.84,61952.62,50727210
2018-02-12,62552.39,62901.91,62523.21,62602.34,27481527
2018-02-13,62808.64,63008.51,62707.06,63008.51,32897976
2018-02-14,63231.77,63500.92,62822.61,63500.92,34244028
2018-02-15,63915.52,64042.13,63078.16,63078.16,30460963
2018-02-16,63428.66,63471.9,62545.91,62818.71,33265484
2018-02-19,62884.53,63061.49,62633.59,62803.65,20382450
2018-02-20,62684.37,62907.95,62447.08,62858.56,21367522
2018-02-21,62725.25,62777.44,62353.25,62603.25,32534909
2018-02-22,62233.82,62741.73,61838.93,62717.27,42983350
2018-02-23,63001.82,63008.85,62396,62665.06,29307054
2018-02-26,63025.31,63086.8,62544.71,62659.44,27100015
2018-02-27,62976.25,63028.11,62666.14,62928.22,38880689
2018-02-28,62606.84,62606.84,61686.93,61703.18,50912383
2018-03-01,61586.44,61679.69,60650.7,61116.96,44745177
2018-03-02,60731.2,61014.72,60360.82,60580.36,36893107
2018-03-05,60308.56,60854.63,60272.64,60854.63,27792342
2018-03-06,61206.74,61208.5,60963.36,61118.06,33256554
2018-03-07,60798.69,61670.85,60697.03,61635.69,39080532
2018-03-08,61708.98,61711.68,60931.98,61036.99,33077441
2018-03-09,61073.26,61688.08,60463.69,61688.08,34431284
2018-03-12,61986.42,62241.93,61810.98,62241.93,33497085
2018-03-13,62193.99,62264.72,61664.66,61740.09,41837558
2018-03-14,61731.29,61752.01,61312.5,61399.9,45952003
2018-03-15,61606.32,61719.75,61070.73,61156.91,34442855
2018-03-16,61127.34,61127.54,60275.66,60391.42,81021699
2018-03-19,60459.41,60501.6,59581.19,59596.35,30902849
2018-03-20,59577.21,60067.51,59290.76,59959.9,36939175
2018-03-21,59996.4,60939.18,59977.93,60932.26,41076002
2018-03-22,60734.8,61099.86,59784.64,59862.55,42632166
2018-03-23,59271.85,59551.36,58973.77,59436.36,35024338
2018-03-26,59524.67,59637.51,58965.53,58965.53,28329575
2018-03-27,59686.94,59838.11,59071.84,59077.72,32988309
2018-03-28,58832.79,58858.1,57947.92,58176.39,50366552
2018-03-29,58520.39,58678.74,58353,58377.42,37368481
2018-04-03,58375.85,59129.84,58173.3,58902.2,35305911
2018-04-04,58848.83,58897.63,58230.62,58354.95,38772658
2018-04-05,58945.33,59293.02,58918.9,59244.04,31907083
2018-04-06,59196.07,59689.95,58996.75,59553.13,32222320
2018-04-09,59685.88,60145.28,59366.32,59699.72,35800404
2018-04-10,60074.63,60074.63,59545.47,59860.3,44140690
2018-04-11,59835.08,60140.21,59452.61,59740.56,40072283
2018-04-12,59701.79,60437.33,59692.31,60393.23,37570893
2018-04-13,60600.47,60687.23,60344.86,60477.53,38534011
2018-04-16,60521.7,60536.84,60084.78,60264.16,23708499
2018-04-17,60420.32,60434.76,60046.7,60294.06,27149788
2018-04-18,60337.33,60517.08,60091.36,60517.08,31561854
2018-04-19,60475.07,61008.88,60410.64,60629.81,29456850
2018-04-20,60600.76,60819.23,60144.37,60144.37,36173998
2018-04-23,60121.5,60303.01,59952.53,59952.53,28612462
2018-04-24,60181.79,60407.3,59485.35,59485.35,38658512
2018-04-25,59466.97,59611.04,59137.82,59243.55,52406749
2018-04-26,59168.64,59674.34,59168.64,59628.04,52082588
2018-04-27,59709.76,59831.89,59383.59,59567.47,47099648
2018-04-30,59614.39,60022.82,59596.63,59932.46,33967097
2018-05-02,59953.59,60219.19,59794.09,60066.46,31718539
2018-05-04,59745.59,59840.3,58752.27,58883.65,33871318
2018-05-07,59050.63,59243.76,58524.73,58596.43,29059137
2018-05-08,58723.98,58869,58405.34,58869,47564267
2018-05-09,58919.96,59726.71,58910.75,59691.85,45108472
2018-05-10,60009.26,60227.97,59684.18,60091.26,47349079
2018-05-11,60120.25,60784.11,60072.62,60784.11,36062605
2018-05-14,60824.25,60874.54,60426.78,60738.69,34103390
2018-05-15,60521.58,60523.22,59674.37,59723.95,56105637
2018-05-16,59778.44,59794.93,59358.87,59791.27,44445860
2018-05-17,59556.8,59769.97,59236.6,59337.27,39195853
2018-05-18,59319.69,59546.78,58622.75,58740.33,43144262
2018-05-21,58877.41,59444.82,58849.8,59335.68,29350685
2018-05-22,59305.88,59347.39,58752.36,59015.14,35825419
2018-05-23,58818.92,58839.47,57906.84,58033.72,47479655
2018-05-24,58152.32,58672.51,58021.42,58189.49,58259141
2018-05-25,58311.05,58394.09,57865.85,58233.23,51359513
2018-05-28,58203.34,58575.95,58052.74,58330.15,42770689
2018-05-29,58128.61,58180.48,57230.22,57871.23,61333145
2018-05-30,57564.95,57629.71,57043.6,57282.73,195552339
2018-06-01,57295.48,57890.11,56946.82,57890.11,42355358
2018-06-04,58158.72,58367.85,58035.51,58206.49,46430697
2018-06-05,58239.05,59089.6,57983.15,59089.6,40898101
