,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
165,2000-08-30,10.585,10.857999999999999,10.585,10.719000000000001,730600
166,2000-08-31,10.825999999999999,10.825999999999999,10.719000000000001,10.757,602725
167,2000-09-01,10.757,10.757,10.619000000000002,10.757,452342
168,2000-09-04,10.757,10.757,10.548,10.548,222318
169,2000-09-05,10.482999999999999,10.482999999999999,10.311,10.344000000000001,278934
170,2000-09-06,10.344000000000001,10.344000000000001,10.173,10.311,285523
171,2000-09-07,10.275,10.311,10.209,10.242,327490
172,2000-09-08,10.275,10.275,10.038,10.038,765992
173,2000-09-11,10.102,10.102,9.968,10.003,128393
174,2000-09-12,10.102,10.482999999999999,10.102,10.445,434734
175,2000-09-13,10.619000000000002,10.857999999999999,10.619000000000002,10.857999999999999,1165577
176,2000-09-14,10.927999999999999,11.200999999999999,10.789000000000001,11.169,1580073
177,2000-09-15,10.789000000000001,10.89,10.719000000000001,10.857999999999999,770908
178,2000-09-18,10.619000000000002,10.757,10.548,10.585,346199
179,2000-09-19,10.585,10.719000000000001,10.414000000000001,10.482999999999999,582475
180,2000-09-20,10.515,10.515,10.378,10.378,387975
181,2000-09-21,10.344000000000001,10.344000000000001,10.102,10.141,366880
182,2000-09-22,9.968,10.141,9.696,9.9,578368
183,2000-09-25,10.311,10.311,10.173,10.209,507968
184,2000-09-26,10.141,10.141,9.867,9.968,539925
185,2000-09-27,9.968,10.07,9.933,10.038,504813
186,2000-09-28,9.933,9.933,9.59,9.798,483781
187,2000-09-29,10.003,10.038,9.83,9.83,224926
188,2000-10-02,9.83,9.9,9.696,9.696,649356
189,2000-10-03,9.626,9.626,9.2474,9.4173,1012242
190,2000-10-04,9.3852,9.3852,9.1826,9.2147,921805
191,2000-10-05,9.3172,9.4173,9.145,9.2147,557120
192,2000-10-06,9.1826,9.1826,9.0436,9.0436,1060477
193,2000-10-09,8.8392,8.8392,8.3255,8.4273,666458
194,2000-10-10,8.4965,8.4965,7.9457,8.0846,754973
195,2000-10-11,7.8113,7.8764,7.6031,7.8113,1560956
196,2000-10-12,7.9828,8.2559,7.9828,8.1172,1241229
197,2000-10-13,8.0476,8.1542,7.9133,7.9828,940331
198,2000-10-16,8.3903,8.599,8.2559,8.4597,457511
199,2000-10-17,8.4597,8.8022,8.3903,8.7,481133
200,2000-10-18,8.5292,8.6306,8.219,8.2884,654182
201,2000-10-19,8.6306,8.7697,8.5617,8.6306,552377
202,2000-10-20,8.8392,8.9411,8.7,8.9411,1005599
203,2000-10-23,9.0755,9.145,9.0436,9.0755,745671
204,2000-10-24,9.0436,9.0436,8.8022,8.8392,681956
205,2000-10-25,8.7326,8.7326,8.4965,8.5292,524625
206,2000-10-26,8.6675,8.8022,8.5617,8.5617,610795
207,2000-10-27,8.6675,8.6675,8.3903,8.5617,203793
208,2000-10-30,8.599,8.599,8.3903,8.4273,160801
209,2000-10-31,8.4965,8.7326,8.4965,8.6306,787100
210,2000-11-02,9.0107,9.0755,8.8392,9.0436,1378642
211,2000-11-03,9.1826,9.1826,9.0107,9.0755,753106
212,2000-11-06,9.1131,9.2842,8.9041,9.2474,920426
213,2000-11-07,9.4173,9.4173,9.1826,9.2474,1150799
214,2000-11-08,9.3172,9.3172,9.1826,9.2147,348898
215,2000-11-09,9.145,9.145,8.9041,8.974,464986
216,2000-11-10,9.0436,9.0436,8.8392,8.9411,308694
217,2000-11-13,8.7697,8.7697,8.599,8.7326,331414
218,2000-11-14,8.9041,8.9041,8.7326,8.9041,671164
219,2000-11-15,8.9411,9.0107,8.7326,8.9041,668788
220,2000-11-16,8.9411,9.1826,8.8022,9.145,345612
221,2000-11-17,9.0107,9.145,8.7697,8.9041,681835
222,2000-11-20,8.9411,9.1826,8.9411,9.0436,574399
223,2000-11-21,9.0755,9.145,9.0107,9.1131,431737
224,2000-11-22,8.9411,9.0436,8.9041,8.974,462270
225,2000-11-23,8.9411,8.974,8.8716,8.8716,271221
226,2000-11-24,8.8716,9.1826,8.8716,9.0436,137625
227,2000-11-27,9.4173,9.4173,9.145,9.2147,431187
228,2000-11-28,9.2147,9.2474,8.974,9.0755,422877
229,2000-11-29,8.9411,9.0755,8.8716,8.9041,548513
230,2000-11-30,8.9041,8.9041,8.599,8.599,1092436
231,2000-12-01,8.6675,8.8716,8.6306,8.7326,719730
232,2000-12-04,8.6306,8.7697,8.4965,8.5617,548926
233,2000-12-05,8.7697,8.8022,8.6675,8.7,257012
234,2000-12-06,8.8392,8.974,8.5292,8.8022,966089
235,2000-12-07,8.6675,8.974,8.6675,8.7697,911282
236,2000-12-08,8.7697,8.8716,8.5292,8.7,1802755
237,2000-12-11,8.7697,8.7697,8.4965,8.5617,1125671
238,2000-12-12,8.5617,8.7697,8.4597,8.7697,1660828
239,2000-12-13,8.7,9.2147,8.6675,9.145,2781484
240,2000-12-14,9.0755,9.4173,8.9041,9.3541,3675987
241,2000-12-15,9.3852,9.626,9.2474,9.3541,2759192
242,2000-12-18,9.3541,9.4549,9.145,9.2147,1868518
243,2000-12-19,9.2147,9.3852,9.0755,9.2842,1453095
244,2000-12-20,9.1826,9.1826,8.8392,8.9411,927983
245,2000-12-21,8.6675,8.8392,8.5292,8.5292,1919554
246,2000-12-22,8.7326,8.9041,8.6675,8.8716,805973
247,2000-12-27,9.0107,9.1131,8.9041,8.9411,539455
248,2000-12-28,9.0436,9.0755,8.8392,8.8716,964564
249,2000-12-29,8.7697,8.9411,8.7697,8.8392,399400
